Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
REBENGA;Restaurant;Coffee-shop;;16 Avenue de la République;;44600;;;SAINT-NAZAIRE;44184;47.27561;-2.21306;"Transport en commun||Helyce - Arrêt ""Hôtel de Ville""||0,3";;02 40 01 02 34;;sas.rebenga@gmail.com;;;;;;;;;oui;;;"Plats à emporter;Séminaire;WiFi";30;;;1;;;"Anglais;Espagnol";"Anglais;Espagnol";;;;01/01/2020||31/12/2020||Ouvert du lundi au dimanche||Ouvert 7j/7||09:00||||||22:00||09:00||||||22:00||09:00||||||22:00||09:00||||||22:00||09:00||||||22:00||09:00||||||22:00||09:00||||||22:00;;non;||||||02 40 01 02 34||sas.rebenga@gmail.com;;"Cartes bancaires;Espèces;Tickets Restaurant";47.27561,-2.21306;Loire-Atlantique
REPAS ET BAR - LE BIGARRÉ;Restaurant;Restauration rapide;;40A Rue Louis Moron;Brissac-Quincé;49320;;;BRISSAC LOIRE AUBANCE;49050;47.3508475;-0.4449927;;;02 41 47 12 81;;le-bigarre@orange.fr;https://www.lebigarre.fr/;;Facebook||https://www.facebook.com/maguybigarre49/;;;;;;non;;;WiFi;40;1;;1;;;oui;oui;;40;oui;||||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||||11:00||22:30||||||||||||||||||||;||02 41 47 12 81||le-bigarre@orange.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.3508475,-0.4449927;Maine-et-Loire
RESTAURANT  DES BOIS VERTS;Hôtel restaurant;Cuisine traditionnelle;;2 rue des Bois Verts;;85500;;;LES HERBIERS;85109;46.8644874;-1.0385814;"Gare SNCF||Cholet||27 ; Autoroute||Sortie 29||6 ; Puy du Fou||||12";;02 51 91 00 18;;hrbvdirection@gmail.com;https://www.hoteldesboisverts.fr/;;Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g1056016-d7761043-Reviews-L_Oree_des_Bois_Verts-Les_Herbiers_Vendee_Pays_de_la_Loire.html;;;;;;;;Tables et Auberges de France;"Plats à emporter;WiFi";50;1;;;;;oui;oui;;150;oui;01/07/2020||31/08/2020||lundi au vendredi le midi et soir||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||||||||||||||||;;;;Menu adulte du jour (midi en semaine)||12,50||||;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";46.8644874,-1.0385814;Vendée
RESTAURANT  LA BLANCHARDIERE;Hôtel restaurant;Cuisine traditionnelle;;route de l'Epau;La Blanchardière;72560;;;CHANGE;72058;47.9900911;0.26784976;Route (nationale/départ.)||RN 23||0,8;;02 43 84 83 97;;domainedelablanchardiere@orange.fr;;;Facebook||https://www.facebook.com/blanchardiere72/;;;;;;oui;;Qualité Tourisme;"Banquet;Séminaire;Service en terrasse;Traiteur;WiFi";200;2;150;3;;;oui;oui;1;350;oui;;HUGER Gérard||02 43 84 83 97||domainedelablanchardiere@wanadoo.fr;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.9900911,0.26784976;Sarthe
RESTAURANT  LE BISTROT;Restaurant;Cuisine traditionnelle;;1 bis, place Hubert II de Beaumont;;53270;;;SAINTE-SUZANNE-ET-CHAMMES;53255;48.0973174;-0.3497422;"Gare SNCF||Evron||7 ; Autoroute||A81 Laval-Le Mans sortie 1 ou 2||14";06 25 45 66 39;02 43 58 63 68;;peche-de-gourmandise@live.fr;;;"Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g2221534-d4794275-Reviews-Peche_de_Gourmandise_Le_Bistrot-Sainte_Suzanne_Mayenne_Pays_de_la_Loire.html ; ||http://www.linternaute.com/restaurant/restaurant/154668/peche-de-gourmandise.shtml";;;;;;oui;Animaux acceptés en terrasse. En salle seulement si petit animal;;"Banquet;Plats à emporter;Service en terrasse;WiFi";40;2;25;;;;oui;oui;15;40;non;"01/04/2021||30/04/2021||ouvert du mercredi au dimanche||fermé lundi et mardi|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/05/2021||31/05/2021||ouvert tous les jours|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/06/2021||30/06/2021||ouvert du mardi au dimanche|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/07/2021||31/08/2021||ouvert tous les jours + mercredis et samedis soirs|||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2021||30/09/2021||ouvert du mercredi au dimanche||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";||06 25 45 66 39||peche-de-gourmandise@live.fr;;;"Menu adulte du jour (midi en semaine)||10,90||14,90|| ; Menu adulte soir et week-end||12,90||18,90|| ; Menu enfant||10,90|||| ; Plats à la carte||6,90||14,90||";"Cartes bancaires;Chèques bancaires et postaux";48.0973174,-0.3497422;Mayenne
RESTAURANT - A KABOUL;Restaurant;Cuisine du Monde;;9-11 rue Dorée;;72000;;;LE MANS;72181;48.005695;0.194269;;06 83 38 83 12;;;akaboul1@bbox.fr;https://www.facebook.com/akaboulrestaurantlemans/;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g187195-d15218234-Reviews-A_Kaboul_Restaurant-Le_Mans_Sarthe_Pays_de_la_Loire.html;;;;;;non;;;"Banquet;Séminaire;Service en terrasse;WiFi";120;3;40;1;;;oui;oui;;25;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";48.005695,0.194269;Sarthe
RESTAURANT - CRÊPERIE LA TERRASSE;Restaurant;Crêperie;;1 place Delaroche Vernet;;44510;;;LE POULIGUEN;44135;47.27436;-2.42529;;;02 40 24 27 84;;creperie.laterrasse44@gmail.com;http://www.creperie-laterrasse.fr;;;;;;;;oui;;;WiFi;;;60;;;;"Allemand;Anglais";"Allemand;Anglais";;40;;"15/02/2020||11/11/2020||||||12:00||||||14:30||||||||||12:00||||||14:30||12:00||||||14:30||12:00||||||14:30||12:00||||||14:30||12:00||||||14:30 ; 15/02/2020||11/11/2020||||||18:00||||||21:00||||||||||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00||18:00||||||21:00";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.27436,-2.42529;Loire-Atlantique
RESTAURANT - IBIS STYLES LE MANS SUD MULSANNE;Hôtel restaurant;Cuisine traditionnelle;;63 rue des Pins;;72230;;;MULSANNE;72213;47.9123954;0.2453352;"Route (nationale/départ.)||D 338||0,1 ; Autoroute||A11 - A28||9 ; Aéroport/aérodrome||||8 ; Gare SNCF||Le Mans||12";;02 43 77 33 77;;ha8q1@accor.com;https://all.accor.com/hotel/A8Q1/index.fr.shtml#origin=ibis;;;;;;;;oui;;;"Banquet;Climatisation;Séminaire;WiFi";70;1;;3;1;;oui;oui;;70;oui;;BEAUFILS AURELIE||02 43 77 33 77||ha8q1@accor.com;;;;"Cartes bancaires;Chèques Vacances;Espèces;Tickets Restaurant";47.9123954,0.2453352;Sarthe
RESTAURANT 3 BRASSEURS;Restaurant;Brasserie;;rue Jean de Vignolles;;72650;;;SAINT-SATURNIN;72320;48.0480597;0.1730647;;;02 43 24 26 17;;3703@les3brasseurs.com;https://restaurants.3brasseurs.com/fr/s/brasseurs/le-mans/879;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;"Cartes bancaires;Chèques Vacances;Tickets Restaurant";48.0480597,0.1730647;Sarthe
RESTAURANT ASTON CAFÉ;Restaurant;Cafétéria;;Centre Commercial E.Leclerc;;85200;;;FONTENAY-LE-COMTE;85092;46.4647157;-0.8220568;;;02 51 50 13 23;02 51 69 20 81;astoncafe.fontenay@gmail.com;http://www.astoncafe.fr;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g666962-d10724126-Reviews-Aston_Cafe-Fontenay_le_Comte_Vendee_Pays_de_la_Loire.html;;;;;;oui;;;WiFi;280;5;30;1;5;;oui;oui;;280;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";46.4647157,-0.8220568;Vendée
RESTAURANT AU BEC SALÉ;Hôtel restaurant;Cuisine traditionnelle;;;Le Port Saint-Maur;49250;;;LA MENITRE;49201;47.3954085;-0.2756566;"Gare SNCF||||0,5 ; Transport en commun||||0,5";;02 41 45 63 56;;contact@aubecsale.fr;http://www.aubecsale.com/;;Facebook||https://www.facebook.com/Au-Bec-Sal%C3%A9-187289771690411/?ref=aymt_homepage_panel;;;;;;oui;;;"Banquet;Service en terrasse;WiFi";60;1;80;;;;oui;oui;10;40;non;01/01/2020||31/12/2020||Ouvert sur réservation le soir du lundi au vendredi||||12:00||13:30||||||||||||||||||||||||||||||||||||||||||||||||||||;SERRU||02 41 45 63 56||au.bec.sale@wanadoo.fr;;;Menu adulte du jour (midi en semaine)||11,50||||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.3954085,-0.2756566;Maine-et-Loire
RESTAURANT AU FIL DES SAISONS;Restaurant;Restaurant gastronomique - cuisine raffinée;;20 Place Charles de Gaulle;;44330;;;VALLET;44212;47.1608283;-1.2659532;;;02 40 36 30 05;;aufildessaisons44@hotmail.com;http://www.aufildsaisons.com;;;;;"Guide du Routard Pays de la Loire;Les Tables de Nantes";;;oui;;Tables et Auberges de France;"Service en terrasse;Plats à emporter / Covid-19";24;1;12;;0;;oui;oui;15;25;oui;01/06/2020||31/12/2020||||fermés le dimanche soir,  le mardi soir, et mercredi toute la journée ||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Mme Lardiere||02 40 36 30 05||aufildessaisons44@hotmail.com;;;"Menu adulte du jour (midi en semaine)||12,50||40,00||formule du midi 2 plats : 12.50;formule entrée, poisson, viande, et dessert : 40 ; Menu adulte soir et week-end||28,00||||menu du marché : entree, plat dessert (23 euros);menu plaisir : entréé, plat, dessert (32 euros);                     entrée, poissons, viande, dessert (40 euros) ; Plats à la carte||14,50||18,00|| ; Menu enfant||11,00||||plat, dessert et jus de fruit";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.1608283,-1.2659532;Loire-Atlantique
RESTAURANT AU PETIT BAUGEOIS;Hôtel restaurant;Cuisine traditionnelle;;9 Rue Principale;Échemiré;49150;;;BAUGE-EN-ANJOU;49018;47.551864;-0.16959;;;02 41 82 23 07;;aupetitbaugeois@gmail.com;https://www.aupetitbaugeois-hotel-restaurant.fr/;;Facebook||https://www.facebook.com/stephanie.antho.71;;;;;;oui;chien tenu en laisse;;"Plats à emporter;Traiteur;Plats à emporter / Covid-19";;;;;;;oui;oui;;;oui;"03/06/2020||16/10/2020||Sur réservation le soir en semaine et le samedi soir, dimanche midi, réserver avant midi . Plats à emporter tous les soirs. Réserver pour le samedi midi pour groupe||||08:00||14:00||16:00||19:30||08:00||14:00||16:00||19:30||08:00||14:00||||||08:00||14:00||16:00||19:30||08:00||14:00||16:00||20:30||16:00||21:00||||||09:00||13:30|||| ; 17/10/2020||28/02/2021||Tout les soirs de la semaine sur réservation  avant midi. Réserver la veille pour le samedi midi.  Le samedi soir et le dimanche midi  ouvert pour les groupes . Les emportés sont toujours  d'actualité||||08:00||14:00||17:00||19:30||08:00||14:00||17:00||19:30||08:00||13:30||||||08:00||14:00||17:00||19:30||08:00||14:00||17:00||20:00||09:00||13:30||||||||||||";Stéphanie||02 41 82 23 07||;;;Plats à la carte||9,50||12,00||;"Cartes bancaires;Espèces";47.551864,-0.16959;Maine-et-Loire
RESTAURANT AU RELAIS DU GUÉ DE SELLE;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;D7;Le Gué de Selle;53600;;;MEZANGERS;53153;48.2012908;-0.4351457;"Route (nationale/départ.)||D7||0 ; Autoroute||A 81||15 ; Aéroport/aérodrome||Laval||35 ; Gare SNCF||Evron||6 ; Héliport||hélisurface||0 ; Transport en commun||Evron||6";;02 43 91 20 00;;relaisduguedeselle@wanadoo.fr;http://www.relais-du-gue-de-selle.com;;"Facebook||https://fr-fr.facebook.com/Au-Relais-du-Gu%C3%A9-de-Selle-762244463809676/ ; Tripadvisor||https://www.tripadvisor.fr/Hotel_Review-g672836-d572191-Reviews-Au_Relais_Du_Gue_De_Selle-Mezangers_Mayenne_Pays_de_la_Loire.html";;;"Bottin Gourmand;Champerard;Eurotoque;Gault Millau;Guide du Routard Pays de la Loire;Le petit futé;Le Routard Hôtels et Restos de France;Michelin";"3 cheminées;3 cocottes";"Déficience auditive ; Déficience mentale ; Déficience moteur ; Déficience visuelle";oui;sur demande;"Association des maîtres cuisiniers de France;Eurotoques;Logis;Maitres Restaurateurs;Qualité Tourisme";"Banquet;Climatisation;Plats à emporter;Séminaire;Service en terrasse;Traiteur;WiFi;Plats à emporter / Covid-19";80;4;45;6;2;;"Anglais;Français";"Anglais;Français";15;130;oui;"01/01/2020||17/03/2020||||||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||||||12:00||14:00||19:45||21:00||12:00||14:00|||| ; 06/06/2020||15/09/2020||||||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00|||| ; 16/09/2020||31/12/2020||||||||||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||19:45||21:00||12:00||14:00||||||12:00||14:00||19:45||21:00||12:00||14:00||||";Didier PARIS||02 43 91 20 00||relaisduguedeselle@wanadoo.fr;;;"Menu adulte du jour (midi en semaine)||12,80||64,50|| ; Menu adulte soir et week-end||26,00||68,00|| ; Menu enfant||10,70||14,80||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";48.2012908,-0.4351457;Mayenne
RESTAURANT AU VIEUX TAILLEUR;Restaurant;Cuisine traditionnelle;;1 rue Henri Laloue;;72430;;;PIRMIL;72237;47.9103838;-0.0996084;;07 69 06 65 64;02 53 82 93 10;;auvieuxtailleur72430@gmail.com;;;Facebook||https://www.facebook.com/auvieuxtailleurpirmil;;;;;;;;;"Service en terrasse;Traiteur;WiFi";40;2;20;;;;oui;oui;;40;oui;09/06/2020||31/12/2020||le midi du mardi au dimanche, le soir le vendredi et le samedi||lundi||||||||||12:00||14:30||||||12:00||14:30||||||12:00||14:30||||||12:00||14:30||19:00||21:30||12:00||14:30||19:00||21:30||12:00||14:30||||;;;;"Menu adulte du jour (midi en semaine)||12,90|||| ; Menu adulte soir et week-end||15,90||||";"Cartes bancaires;Espèces";47.9103838,-0.0996084;Sarthe
RESTAURANT AUBERGE DE LA COMTIÈRE;Restaurant;Cuisine traditionnelle;;La Comtière;route du Landreau;44330;;;VALLET;44212;47.1838211;-1.2854208;;;02 40 33 71 27;;aubergedelacomtiere@gmail.com;http://aubergedelacomtier.wix.com/aubergedelacomtiere;;Facebook||;;;;;;oui;En laisse;Vignobles et découvertes;"Banquet;Plats à emporter;Service en terrasse";120;2;40;;;;oui;oui;15;50;oui;01/01/2019||31/12/2020||le midi du lundi au samedi, dimanche et soir uniquement pour les groupes.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;eric vigoureux||02 40 33 65 59||aubergedelacomtiere@gmail.com;;;Menu adulte du jour (midi en semaine)||14,70||16,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.1838211,-1.2854208;Loire-Atlantique
RESTAURANT AUBERGE DE LA GRANDE CHARNIE;Restaurant;Cuisine traditionnelle;;35 avenue de la Libération;;72350;;;SAINT-DENIS-D'ORQUES;72278;48.0273255;-0.260175;Route (nationale/départ.)||N157 entre Le Mans et Laval||0;06 83 94 87 93;02 43 52 35 42;;couasnon.lionel@orange.fr;;;;;;;;;oui;;;"Banquet;WiFi";40;2;;0;0;;oui;oui;;;oui;01/01/2020||31/12/2020||||mardi ( sauf résa)||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Menu adulte du jour (midi en semaine)||15,00|||| ; Menu adulte soir et week-end||20,00||||";"Cartes bancaires;Chèques bancaires et postaux";48.0273255,-0.260175;Sarthe
RESTAURANT AUBERGE DE LA MAINE;Restaurant;Cuisine traditionnelle;;8 avenue de la Vendée;;44140;;;AIGREFEUILLE-SUR-MAINE;44002;47.0762714;-1.3993032;Route (nationale/départ.)||D137||0;;02 40 06 61 37;;aubergedelamaine@gmail.com;;;;;;;;;non;;;;;;;;;;;;;;oui;;;;;;"Cartes bancaires;Espèces;Tickets Restaurant";47.0762714,-1.3993032;Loire-Atlantique
RESTAURANT AUBERGE DU GRAND VENEUR;Restaurant;Cuisine traditionnelle;;47 rue Nationale;;72550;;;COULANS-SUR-GEE;72096;48.0206643;0.011043;"Route (nationale/départ.)||||0,1 ; Transport en commun||||0,01";;02 43 88 77 62;;;;;Facebook||https://www.facebook.com/aubergedugrandveneur/;;;;;;oui;;;"Banquet;Séminaire;Traiteur;Plats à emporter / Covid-19";100;2;30;1;0;;oui;oui;;100;oui;01/01/2020||31/12/2020||||tous les soirs. samedi/dimanche sauf résa||||||||||||||||||||||||||||||||||||||||||||||||||||||||;LEVÉ||02 43 88 77 62||;;;"Menu adulte du jour (midi en semaine)||13,00|||| ; Menu adulte soir et week-end||24,00||32,00||";"Cartes bancaires;Chèques bancaires et postaux";48.0206643,0.011043;Sarthe
RESTAURANT AUBERGE DU MANOIR;Restaurant;Cuisine traditionnelle;;1 rue de la mairie;;44170;;;ABBARETZ;44001;47.5528761;-1.5325386;;;02 40 87 00 41;;;;;;;;;;;;;;;;;;;;;Français;Français;;;oui;;;;;;;47.5528761,-1.5325386;Loire-Atlantique
RESTAURANT AUX P’TITS PÂTONS;Restaurant;Pizzeria;;15 rue d'Angers;;49370;;;BECON-LES-GRANITS;49026;47.5038164;-0.7991772;;;02 41 81 27 11;;aux.ptits.patons@gmail.com;http://www.restaurant-pizzeria-auxptitspatons.fr/;;Facebook||https://www.facebook.com/magaliecyril/timeline?ref=page_internal;;;;;;non;;;"Plats à emporter;Plats à emporter / Covid-19";30;1;0;0;0;;oui;oui;8;20;oui;"01/01/2020||01/11/2020||Ouvert tous les midis ainsi que les jeudis, vendredis et samedis soirs.||Fermé le dimanche midi. Fermeture pour congés du 20 août au 2 septembre.||11:00||14:00||||||11:00||14:00||||||11:00||14:00||||||11:00||14:00||||||11:00||14:00||18:00||21:00||||||18:00||21:00||||||18:00||21:00 ; 02/11/2020||31/12/2020||COVID-19 : ouvert tous les jours uniquement en vente à emporter. Sur réservation au préalable.||||11:00||14:00||||||11:00||14:00||||||11:00||14:00||||||11:00||14:00||18:00||21:00||11:00||14:00||18:00||21:00||||||18:00||21:00||||||18:00||21:00";Aux P'tits Pâtons ||02 41 81 27 11||;;;Plats à la carte||9,00||9,00||;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.5038164,-0.7991772;Maine-et-Loire
RESTAURANT BAR ILE D'OR;Restaurant;Cuisine traditionnelle;;;Golf de l'Ile d'Or;44850;;;LE CELLIER;44028;47.3228134;-1.3229903;Route (nationale/départ.)||RD751||2;;02 40 98 13 40;;iledor@orange.fr;http://www.restaurant-iledor.com/;;;;;;;;;;;"Service en terrasse;WiFi";200;;100;;;;Français;Français;;;;||||Du lundi au dimanche de 9h à 19h||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||||09:00||19:00||||;;;;;"Cartes bancaires;Chèques bancaires et postaux";47.3228134,-1.3229903;Loire-Atlantique
RESTAURANT BAR LE RELAIS DU LAYON;Restaurant;Brasserie;;9 place Saint Pierre;VALANJOU;49670;;;CHEMILLE-EN-ANJOU;49092;47.2133358;-0.5942009;;;02 41 45 43 12;;;;;Facebook||https://fr-fr.facebook.com/pages/category/French-Restaurant/Le-relais-du-layon-788994611210737/;;;;;;;;;Plats à emporter / Covid-19;60;1;;;;;;;;;oui;;||02 41 45 43 12||;;;;;47.2133358,-0.5942009;Maine-et-Loire
RESTAURANT BEAUSEJOUR;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;4-6 rue de la Libération;;53270;;;SAINTE-SUZANNE-ET-CHAMMES;53255;48.098132;-0.3525513;"Gare SNCF||Evron||6 ; Autoroute||A81 sortie n°1 à Joué en Charnie ||12 ; Aéroport/aérodrome||Laval||30";;02 43 01 40 31;;hotelstesuzanne@yahoo.fr;http://www.hotelstesuzanne.com/;;;;;Guide du Routard Pays de la Loire;"2 cheminées;2 cocottes";;oui;;Logis;"Banquet;Plats à emporter;Séminaire;Service en terrasse;Traiteur;WiFi;Plats à emporter / Covid-19";100;4;30;;;;oui;oui;;100;oui;"02/06/2020||21/12/2020||||Fermeture le dimanche soir toute l'année et le vendredi soir du 1er octobre au 30 avril. Fermé Le lundi de Pâques, le 1er mai, le lundi de Pentecôte, le 1er novembre, le 25 décembre et 1er janvier.  ||09:00||||||22:00||07:00||||||22:00||07:00||||||22:00||07:00||||||22:00||07:00||||||22:00||09:00||||||22:00||09:00||||||16:00 ; 02/01/2021||21/12/2021||||Fermeture le dimanche soir toute l'année et le vendredi soir du 1er octobre au 30 avril. Fermé Le lundi de Pâques, le 1er mai, le lundi de Pentecôte, le 1er novembre, le 25 décembre et 1er janvier.  ||09:00||||||22:00||07:00||||||22:00||07:00||||||22:00||07:00||||||22:00||07:00||||||22:00||09:00||||||22:00||09:00||||||16:00";M et Mme HUCHET||02 43 01 40 31||hotelstesuzanne@yahoo.fr;;;"Menu adulte du jour (midi en semaine)||10,00||35,00|| ; Menu adulte soir et week-end||22,00||35,00|| ; Menu enfant||8,00||8,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";48.098132,-0.3525513;Mayenne
RESTAURANT BELLE RIVE;Restaurant;Restaurant gastronomique - cuisine raffinée;;25 bis rue Haute de reculée;;49100;;;ANGERS;49007;47.48718;-0.55014;;;02 41 48 18 70;;restaurant-bellerive@orange.fr;http://restaurant-bellerive.com;;Facebook||https://www.facebook.com/Belle-Rive-Restaurant-491709034189736/;;;Le petit futé;;;;;Vignobles et découvertes;"Service en terrasse;WiFi;Plats à emporter / Covid-19";70;3;40;;;;"Anglais;Français";"Anglais;Français";;40;;"18/04/2020||29/10/2020||||||||||||||||||||||||||||||||||||||||||18:00||19:30||10:00||11:30|||||||||||| ; 02/06/2020||29/10/2020||||||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||12:00||14:00||19:00||22:00||||||19:00||22:00||||||||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Tickets Restaurant";47.48718,-0.55014;Maine-et-Loire
RESTAURANT BEN & SUZETTE;Restaurant;Pizzeria;;18 rue du Pont;;72210;;;LA SUZE-SUR-SARTHE;72346;47.8903453;0.03129566;;;02 43 42 29 64;;;;;Facebook||https://www.facebook.com/benetsuzette72;;;;;;oui;"petit à moyens chiens uniquement ; gros chiens en terrasse possible";;"Plats à emporter;Service en terrasse";40;2;30;;;;oui;oui;;20;oui;01/01/2020||31/12/2020||||Dimanche, samedi midi et lundi||||||||||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||12:00||14:00||19:00||21:30||||||19:00||21:30||||||||;M. AUBERT||02 43 42 29 64||;;;"Menu adulte du jour (midi en semaine)||11,50|||| ; Menu adulte soir et week-end||18,50||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.8903453,0.03129566;Sarthe
RESTAURANT BEST WESTERN PLUS VILLA SAINT ANTOINE;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;8 rue Saint Antoine;;44190;;;CLISSON;44043;47.0870094;-1.2785691;"Aéroport/aérodrome||NANTES ATLANTIQUE||32 ; Gare SNCF||Gare de Clisson||1 ; Autoroute||Paris||40 ; Transport en commun||TER Gare de Clisson||1";;02 40 85 46 46;02 40 85 46 47;contact@hotel-villa-saint-antoine.com;https://www.hotel-villa-saint-antoine.com/;"https://www.youtube.com/watch?v=jYtlHzDHepc ; https://vimeo.com/108217221";"Facebook||https://www.facebook.com/villasaintantoine.bestwestern ; Twitter||https://twitter.com/VILLASAINTANTOI ; Flickr||http://www.flickr.com/photos/villasaintantoine/ ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g1842343-d2217825-Reviews-Restaurant_Best_Western_Hotel_Villa_Saint_Antoine-Clisson_Loire_Atlantique_Pays_.html ; Foursquare||https://foursquare.com/v/best-western-villa-saint-antoine/ ; Google+||https://plus.google.com/u/0/117215242515612630222/posts/p/pub";;;"Guide du Routard Pays de la Loire;Les Tables de Nantes;Michelin";;;oui;;"Maitres Restaurateurs;Qualité Tourisme";"Banquet;Climatisation;Séminaire;Service en terrasse;WiFi";90;1;120;3;1;;oui;oui;10;100;oui;01/01/2019||31/12/2020||ouvert 7j/7 midi et soir||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;BEST WESTERN Villa Saint Antoine||02 40 85 46 46||contact@hotel-villa-saint-antoine.com;;;"Menu adulte du jour (midi en semaine)||18,50||43,00|| ; Plats à la carte||19,50||25,50|| ; Menu enfant||11,00||16,00|| ; Menu adulte soir et week-end||26,00||45,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.0870094,-1.2785691;Loire-Atlantique
